pano_id,lat,lon
V4oEPZcSRxSJBw_ydqcS3w,40.8595185,-73.92252465
vaZSqboYy3wbRCSKEJUxxA,40.85044733,-73.93666143
CIcIWq1Gcl4LpYgwr7WTWw,40.85136332,-73.9362037
3U1hi_fwpBcPK128wsKNHQ,40.85233515,-73.93571741
kae0s2049ixORyN0KJGauQ,40.70454591,-74.01006968
DIPIKA7UPfYe1a-hrFmD-A,40.70477525,-74.00974639
ip3bI3MlpCursXjVzApsPQ,40.70785784,-74.00683779
6wqTjYsE21StkTnaRNaQsw,40.70822713,-74.00653117
j489XtjDtoA4hsb5Go2omg,40.79621698,-73.94968683
T-nf9qkbxl0trzB7_lSEsQ,40.79600448,-73.94918569
elvL5tXvqJDe1vAW172FWA,40.79594127,-73.94904329
1Da_4djREJQcPIq6VmGn1g,40.79553642,-73.94808517
qmptc0Y0CGhQh_vCG2HIfw,40.84671052,-73.93191507
iYG13-grleF5bIJgkAeM3Q,40.84680263,-73.9318501
ztOWUXHySLXbKWICbZ3_8w,40.7490522,-73.99574856
CWgUSKLaMu-0mqmodRHw5w,40.74967168,-73.99529822
AG0F0fORdZJtNPi5st4N5w,40.76085809,-73.96106754
CZG-7L682iVBngf9ShAsHg,40.75991279,-73.95880955
UUUxlfhB4LADATqgFJRS7w,40.76790622,-73.94324542
DnaJaC37vS9QgIsGuRBe5A,40.76819089,-73.94299357
O6NGEEnKEpKhtX3nXzEnng,40.76820822,-73.94297951
kNpvK1QQGdFzLCQLek_86w,40.76827529,-73.94291873
chEMg8Fl3DZESgRcyTUmbg,40.7683535,-73.94283306
4oHpmnyPoGiEKC0eB7Xl4A,40.76841109,-73.94275732
qiKgrWyKX8zaUV3zjodixg,40.76852492,-73.94258901
oGx10ueKGGoIsczIYq1m-A,40.73572292,-74.00679907
oUX3TkWBnNUt-aSpt1sqnQ,40.7364317,-74.00662032
d2Ta4cKz99R9uaaQ5ZNGyg,40.70845538,-73.99885784
ouvtBHz9rfQaMlaue_Xd3Q,40.7086681,-73.99837262
ySZ4bxjUJYV_lQqiKzA15A,40.81485825,-73.93454533
mleYI4gKA5JIXEjEldnmEA,40.81486347,-73.93437663
doyToR4h8ovUfAxpgN8PyQ,40.81405547,-73.93483229
ZxUqHW74jdFreXDxaUTyUA,40.81423063,-73.93469166
PJc9wceZJ0bbR7IX5EamDw,40.76906441,-73.96110997
oKkbQo_DQhcpFIrlCZgH8g,40.76974919,-73.96060181
-70GX02LvgTsNxjSO9ygBw,40.8009675,-73.97100924
kg9UCp8rmkP9Beg6h_XKAg,40.80102754,-73.97115997
EIhHS8XMN96EZ6fiktZJ_Q,40.7730977,-73.96250594
V70wanm-lwJ6vyU1oc5Uow,40.77373365,-73.9620438
hNNb_V0Lm8UOke7iYhRKSw,40.74046982,-73.99828702
ARQossuC-xGbn2Zcp4R3xQ,40.74105637,-73.99786128
dwa5c5tADHvBIcnMwRrN6A,40.80002711,-73.92392363
693ymK3r2ySd91YrkTEzqw,40.8000325,-73.92407247
avp1QBoP0Jdv_PP5N7qnww,40.75864023,-73.95871908
lA2qIqk39iIVCXMDmzKBpg,40.75867506,-73.95869168
L-FdOBGYZ6aCeIClVS6CqA,40.79909271,-73.95064331
OxOhhOi4u5EpJeJYyDwW8A,40.7997176,-73.95013796
YGKHMyqyIZQCC9rB03CyEg,40.77261803,-73.98230416
N4Y8H8vpw0tobx_YLPDy9g,40.77279665,-73.98219354
MLtKux_lDdgY2v2tnAlpTg,40.77299071,-73.98207934
HwyK1IUDo6oipCJ8COX6DA,40.73128852,-73.9903901
qEqnCQTMuEZUoSYUm4y0PA,40.73199633,-73.99021191
MqhNBTUlTkWr5lydxPQRAQ,40.80294528,-73.93044987
skZNpMBkmGetWQzTRaRLZg,40.8032675,-73.93061033
KU39hb_N_dgBaHs3LwQxig,40.80351545,-73.93076143
APGw2j35rjKoE5lG0QLnlQ,40.80376705,-73.93093988
pz5aULsb0HlhZ1PXe2bHbA,40.80390305,-73.93103634
5Psd-r8NVPsVhCkWWWRt2A,40.80723725,-73.9332591
uotQDnO62MiBcIfpr0ZWQg,40.80785584,-73.93184564
QE2vWJWvBC2boBUW90VT4g,40.76386277,-73.94662141
ChM3nDBPtFVNlHKTL0JUiA,40.79591917,-73.9707327
85C3vCQtHnFZqh_6Jq0HUw,40.79655201,-73.97026646
NEVeT28-AEfsDv2yTs3wBA,40.8460975,-73.93016616
1wTdnmN24FU4EC_kucolXQ,40.84673248,-73.93038658
UsCzSEa3WiBoPEKwTkxUHQ,40.79108028,-73.95533157
icyjyEHPOJOXgGU2BJ5TWw,40.79066665,-73.95471311
J0gazoHNy5QwUzTphXHlBg,40.7906309,-73.9546533
jTmiMLgTYeijZeU4e0FMDg,40.76396079,-73.94665967
6rczcifx6ITV0WXMlw9M3Q,40.76415682,-73.94671858
LpWkHr30u86ec-PnUBbB1A,40.76411591,-73.9469639
uYmbhxrfnNUO4mie0Oak5g,40.76414487,-73.94702796
ASCfnTmGpn8s68uzrIy5kw,40.76449748,-73.94671452
2eqevdw3AvHobyWfLs9IQA,40.81094719,-73.96305845
CVChFlMvy-SmR4__HY-wOA,40.81225156,-73.96210562
jDnml-ezQvFnxVZiszq-xA,40.70750764,-74.01125468
M7390_q99QYQHVp2a-u5fA,40.70711637,-74.01067629
xeqcHduvoBP3jvIiww2Kpw,40.70083194,-74.00423765
ZqWrZlXcyLJtZgVKN_pSgQ,40.70097914,-74.00425161
UC-cv_nlOW09elBI-X11Rg,40.70112579,-74.0042732
PbWTaARRJ0bIyUmjyh47mA,40.70127168,-74.00430239
YENJ8_ByDAiVFi7MZyne6A,40.70148859,-74.00436034
cm8rnoHmGXL4TvG3RiLu3w,40.79670442,-73.94884559
Oh3Hq51GQXVQkHRVh19t7A,40.79671504,-73.94884032
IokBoDsrY4GvBLl49ZLTTg,40.79691546,-73.94883796
#NAME?,40.79699596,-73.94889216
HYwmqrwOOXtZnfzl5iFYPg,40.79707402,-73.94899929
9c9jIXubnYh3KKpWxmektQ,40.71740897,-73.98787936
hDcjfahSNU4_tZUOdNMvnA,40.71807219,-73.98751208
uDRrKNCb_AAfUj2mUyOhrg,40.77259889,-73.98890632
LbwzaUOyxX5icTzy6Wix_g,40.85139223,-73.94120577
_DSq5ZWUax5xVqqYXDxxDA,40.85145027,-73.94129959
pM6p8nTY_ozI-9pptwkfQw,40.77891601,-73.94306535
GGKagXBrT97dysvHdkngnw,40.7790169,-73.94300048
OymZSunCoRDfB2z46wGKog,40.71919897,-73.97632401
xcBeVeqIUQJxhSlKWWoFZQ,40.71914982,-73.97607563
FrMvYgDHbn9rGNVP4q7Nng,40.75274138,-73.97510266
xhcwShV7BM0Dz7t_dkbUdA,40.75336712,-73.97464798
xG9vffOYLpY0kd-nw_IwcQ,40.74416775,-73.97118674
_8O3uaKvHXrDi3v479ylFg,40.817923,-73.94973165
F5773UulENh37pNEhiVwyg,40.818074,-73.94963115
SnsF_r592Ly85jOjOzM4Sg,40.81821785,-73.94950936
Yyl3hBYm6rSDCAYR2UpisA,40.81835201,-73.94936773
j9yuwH2Dxz-_sPeF3RiMCQ,40.8184742,-73.94920844
2ZtYORG_RDKiAhS4UlWb5A,40.81858254,-73.94903422
geQTgC4wWJ3ecZKtmYIMhQ,40.81867562,-73.94884823
qwpERFYlycDAOcVWlSc3WA,40.8187512,-73.94870469
QE6bNs3Ei8LkgVLudbNpDg,40.81883993,-73.94857237
CTGADaKRA5eCrA3GMYJ_Sw,40.81894019,-73.9484543
HnHKq42BdF8XtbB3ioF1zw,40.81904992,-73.94835292
QFhiibtPR35LNwa9piU-cQ,40.81916669,-73.94826996
PBfcd4LflCJS7hjPhFjZ5Q,40.82005207,-73.94761954
snm3PeOv18Kg1-YbIRNjmQ,40.82013039,-73.9475805
p39hyde5NruWw6_N3cbcow,40.8202139,-73.94755756
tbNCSPdp4ezwnO7nAZZqMA,40.82029964,-73.9475522
QlMDL9F6tRovJZRTrOZQ6w,40.82038443,-73.94756463
#NAME?,40.8204652,-73.94759374
3B0O8RlDPvB2iePPLdY6nw,40.82119294,-73.94789907
w5KAL46pda-Zpe8tKAmVVw,40.82148762,-73.9485403
AsPfx39h6tHfX6oepXTUqQ,40.79785352,-73.92232598
3RhAANXoTikh1Y_XgT3O9Q,40.79809314,-73.92257342
Sex1wBM_0taroJ5_fGDe7w,40.74641659,-73.98183365
rEVUnnt69k7BOftC8xPE7Q,40.74707866,-73.98134069
muoHKYWWo7mTVt9FNzkIbA,40.75172987,-73.95899297
8RhVt_n9zB4r1W9naH0R_A,40.75202184,-73.95845403
yBahg7tBiA0yk3xNRji1KA,40.75214271,-73.95819773
4C2NPwCflwbcLG3Q80oYUw,40.75233407,-73.95796353
1daCl1nMRk_Fsz17f-8BQQ,40.75282787,-73.95737726
RC4MU4I3yJ7IWf1cj8ukZQ,40.73596174,-74.00512616
d2irKCxJ7LPEsf1afglvvA,40.73661143,-74.00531381
kK0bB82GJVnIunYR6-GBJg,40.73044666,-74.00430267
BIBOassDn1ctLIrjPV_8wA,40.73032114,-74.004688
jppeU6qrmgE1SxUi30_CZg,40.85368501,-73.93053868
w6yCd3pD1cOVkHvCH0GVZw,40.85420177,-73.93177414
y1_MzEk2y7bGmp8puu5gkA,40.83784344,-73.94224146
UWsSZDSolUO2lTdl78-Tog,40.83816719,-73.94300912
8m2JTtHPuo7HTGZRJwpRLw,40.83826868,-73.94324856
fS2fC2EvqokGVaY1h7fRXQ,40.83846972,-73.94373632
yzvrjk3CLP7TD2rxbTh5Sg,40.80117154,-73.96145755
T9gkZqozixsOMJvSEVFWBA,40.80180036,-73.96107794
Ny_zOKZYAXNivq4oXhmrxQ,40.76969851,-73.94471669
D2ia1SW_ctDSvFmJjCMLGQ,40.85143234,-73.92707982
LGZ6y6lKvYXpKa57nkLr7A,40.85186332,-73.92815116
suGD7jUY9Xwgh58DKzHGhw,40.79879448,-73.95192505
dNDlGe0KZyY7AlRq9vvpWw,40.79943186,-73.95146422
Au9fvNAvFMaXcIx83zd0Kg,40.80277191,-73.94350234
uNXxxlW0im7HHS21LHaGjw,40.71821308,-73.98743406
RjZ5DQAoICMFWZJ8OgokOA,40.71794158,-73.987107
vBOiBm2DfdAY8ovz0rH9Ig,40.80050973,-73.93814458
cmwAfUsc9R1VWcJCVJoa-A,40.80114092,-73.937686
Pl1zN6byh1XvIPEAZ8R4xQ,40.71978515,-73.99852327
ckZ7fdch-kwP5w4Iv8Nv4A,40.71958127,-73.99805387
18XVET3q0tJqLZMS9fgE6g,40.8335006,-73.95032898
xke_HiZ-48lh7V5haM7VzA,40.83369086,-73.95022308
4tNHLKeifOzJ_daHMTrrHg,40.83379313,-73.95015566
9IhWGD35Pr5K5mq1TKyKGg,40.83386586,-73.95008922
dXZn-vnzCPYQosBjHDF1Dg,40.83391402,-73.95001472
viaSLIRD1ehUfd1P1c3mzg,40.8001718,-73.92408559
w054cUTLRUGtwXLtvybD5w,40.80017986,-73.92415598
xe1JFAVfLrML-ApNldlQGA,40.80018882,-73.9242621
hhBjpjSJhE__E-eLCbg9yg,40.80019401,-73.92436866
gX1-dfYSwgpYrEK9pYfJdg,40.80019506,-73.924511
RlOVXLOga5tG76UQANZx1w,40.80019143,-73.92461767
84epZub63xf-42PgiDNvaQ,40.80018691,-73.92468861
Cv_kD9IfpT_4_ccE05B2-A,40.800177,-73.92479458
MerHM2P2Tfy-lHRlzjIi-g,40.80016334,-73.92489983
l2BscwrIX2unddfceeKk6Q,40.80013936,-73.92503864
vu0ltVKiONqzf3jkJyqdcA,40.8001171,-73.92514132
2q0fer-0zep11lSvdDJSaQ,40.71424792,-73.99434787
LWEyquJZ4Bl3jLF5rt3B2g,40.71373614,-73.99407341
rfhdwMQ3D4Gxk4mqFHYRdg,40.76963926,-73.99189234
uL2Ksjw_BqEE8hCc7hyeqw,40.77061003,-73.99422913
6giC07C5MYg-McbsT2aUSw,40.86563264,-73.92847743
y4VfndUlnPKrKUViXuQMbA,40.86565364,-73.92828824
vSabD9dBaWwjMkcblteKkw,40.86564148,-73.92812637
v6E5_r9BF4Msl3YcjRrw7w,40.86558801,-73.92744087
QGK4sCzIVNEGeM5-LVwPgw,40.86553456,-73.92726915
BA9FAtuFKvl3dovUOcOpBw,40.7903144,-73.94963463
vZhK25CtDbdG9yHOiM0OjA,40.78968479,-73.94814678
BKnOiMYVgVHGF9NkwAIvHA,40.86125895,-73.92566899
7mFXloGdF_qzbFnVIjykDg,40.86323773,-73.92692243
iv06Wi4foDLT2CJXfA-brg,40.79192364,-73.92502314
ZWhDMC5dtQAtaIr5gt9rfg,40.7917462,-73.92518316
wRPtfpczLcUpA9d2y_T-0Q,40.80922904,-73.93478368
A9ekqsZFNRv8ZvB14iqTNw,40.80958038,-73.93488507
cHynTTSecSs-Ao3MT_ITkA,40.80972069,-73.93490603
8HwEpICbEERZOiXkcb-PvA,40.80975587,-73.93490994
DLbeBezXZ9huPJtdGqVNRQ,40.80986158,-73.93491844
wssjpM2YZSswUeATYpi-Og,40.80993215,-73.93492143
KnXGSRxCsAAp9bsgj58P6A,40.81003806,-73.93492188
OOO3ecrYczclyHDJxYymDQ,40.81014392,-73.9349175
B99nBk72RMTJnACHafAR-g,40.8102496,-73.93490829
EWlvM_s894avaxvOesK2gQ,40.81031989,-73.93489948
CMSg263X5UrTxBsdGAeLrA,40.81042499,-73.93488226
i593r1yvzQAl3IVfPAWCZg,40.74821195,-73.97045173
WhecicKujfSWpYOB9mVQHA,40.74886871,-73.96998692
#NAME?,40.76403434,-73.99864485
mb2mCl5O65nKtbgvs1GIiA,40.76412526,-73.99885706
bUhG51hyrHwxCza5X49klQ,40.70812968,-73.9997338
etnNFp8z6821Hg7neUs1gQ,40.70811674,-73.99969449
VWncE9qMZ7Jgsi6ISJfdCQ,40.70810764,-73.99963531
igTbyjA7syMAayaARYI2gQ,40.70810332,-73.99956303
MOvqAk4mAHARPxufxU94Nw,40.70810329,-73.99951461
nEwcTTzHxUfV02TUsH_TYQ,40.76403346,-73.98246971
uCSO_5keRvThrfSKwWlPOg,40.76473426,-73.98221563
3DeDlBE75wMfPwrdoqYfIQ,40.71523904,-73.9773667
_-dL7t8W82JzvHp1Vy09Yg,40.71529039,-73.97734056
SCGvFtyLPv00edTXjm-d2w,40.80002352,-73.92989858
p7nlkK21Cq3Ms0Tc10tYBQ,40.80006613,-73.92989315
cS_GyzWnJ9r7icqFZqLWKQ,40.80097867,-73.9298267
W5ZjWQjb_m_V-3_E8vhyQQ,40.80103301,-73.92984435
bG0jjZJWUrzzRVY6WKefzg,40.82197589,-73.95357263
CtD0KeC1wxM4iQIe2l7rcA,40.82201753,-73.95367103
74AzJNEJ4Nuj-7apHfy-QA,40.82205869,-73.95376927
ayQq6xULNjRZOzc1y2Wl1w,40.7345326,-73.99226599
dEbR-EDy9kEKoW3ntkEX9g,40.73397769,-73.99094484
pLhndXRpqmcHyrMyL89LmA,40.7834173,-73.95694527
vpw1gO76k687kpes1EO2fQ,40.78404455,-73.95648701
n8sVeskBvJ0ntvPrUrc7sw,40.80226501,-73.97004742
VbsUSLd5vkwesiebkQasNw,40.80293788,-73.96955967
f_dG33J4KWIXVUloraQ31g,40.83722185,-73.94269536
3m90eXiw4I2OnsCmCDMG0g,40.73062287,-73.99064024
7GsmBjpoCa_GC-k9_XB4yg,40.73056496,-73.99050559
GwDPOITNK9_V7Ql6GchnVw,40.84715908,-73.9284513
v9DkZ2v07vhQ4-hJie6jIA,40.84719906,-73.92854119
wYjMaCTveWXEP7XWzSlu4w,40.78013417,-73.95709762
PbTuJQFJNeOM4neAbEKzgQ,40.7794968,-73.95558441
ym0QH6im0KDR9LSLonOK6Q,40.72157874,-74.00673596
4CWLId5JpKgm_MKcVhAyIw,40.72167731,-74.00655052
4h_HVRIM_FjEML_0YvivLA,40.7694691,-73.94993561
izv98Sd35GxOqroTkzaByA,40.77008525,-73.94945458
kghZvcq7no8Q9DzVqIdgkw,40.86064668,-73.92732968
ifDzLLhcN6E2ZuzRmsZlXg,40.86261397,-73.9285985
FgSFOh_CPVtNFazdfBNlJQ,40.73240086,-74.01023708
M0kX0SozEgAHPfRHhPIBuA,40.73316472,-74.01016258
jU9oa6VGvZlj6NBixdn9Dg,40.74818811,-74.00138673
Gm-hmNJm5qcLRDhFDwFzSQ,40.74827622,-74.00159396
YkUCUNL90PcnyMjQx8OJag,40.74831735,-74.00169069
re1kr1X5sSkqWwWE0SVj4w,40.74847136,-74.00205287
v7pCYC-XoC1_6STsRSV_og,40.70316385,-74.00763297
AUBGC9GfLqgVhqJc2ThiXA,40.70361251,-74.00690059
ZkKF5pJo347yQsx5UsownA,40.71421571,-73.99472479
TMDfOc9S4lrD_1Vv-lMH5g,40.71421945,-73.99465685
HtlcyFZzCvRDiWt4v4lA9A,40.87601434,-73.9084294
UAyTDpr23EjvrA-2SbxVjw,40.87667742,-73.90851808
MFoS3Ctn-6hoJ3KFUz-gXg,40.87675021,-73.90853854
ikkQq2O09Cu-4i4mYypUOw,40.87683403,-73.90857905
VwucdF3ut4807-o9xyOhZg,40.87693657,-73.90865849
90nFooRC5GAEjsCb7JYafw,40.87722072,-73.90904548
CzIA9HlLCe0K4nTFbcwy4Q,40.83849755,-73.93982668
CbToE7wWVSvcWn2ckiYoJQ,40.83876004,-73.93965948
pgo8hsx50ItduQE2146Mnw,40.70479812,-74.01675481
MiwUUcOzlQ44Q-Cx1zRH2g,40.70474228,-74.01675907
Lzxs1V2Ei3_0Vloi0mEqag,40.70463219,-74.01677034
FsMP0amoLiuVXbNsdwaVzg,40.7542439,-73.99835753
GCATMfEQE76oTTHanrPbdw,40.75458493,-73.99914292
paaWih7OeUa4RRXUgcErcw,40.72231546,-73.98625235
-mUhNgNV-ZUUO-9ZAjQT9A,40.72204662,-73.98548249
ffYpfcVjInVhrOAI8jdIKw,40.80796161,-73.96380137
SMLdWwp8Sx14ofr46aguAg,40.80927943,-73.96284779
uUETryLyxkjd92Ghwu_MWQ,40.7781801,-73.95654651
jcyNT0kcAm1vwkvUCG2weQ,40.77881413,-73.95608219
Am8e-e4al3TEQGNpSJbvMA,40.7409554,-73.98228835
3TYWjdeLlYSuHwb04vaQsw,40.74157423,-73.98184111
yNGcEZx5H_amu2wVKdkqog,40.74985497,-73.98793688
ktVb8oPMvJkbcbqbOgeQvg,40.75026063,-73.98889512
A_bUccREIEGNolH6C3i9pA,40.75099175,-73.9906222
_TJdaEomi-tbN73H1dDRoQ,40.75782335,-73.98716301
9WIb337YKckY_l80VPnARQ,40.7585335,-73.98884254
GeH8oNdTAXscUtMh6T_RKw,40.82590453,-73.94711685
o0Z9P0giO2qgB5pUiC8bcw,40.82652971,-73.94666104
prdVcXyF8WUwVkQg7mgCdA,40.73038856,-73.99008734
U-eMxEA7IFOezs-foGZzCw,40.76100333,-73.95733231
aal727bQKLqmvh1jOkpF1w,40.76084861,-73.95673867
mdUl5LNJgD089r2lOVGFLg,40.73791766,-73.97891575
D0Pz6YUd1diBdD6mIKDyjA,40.73755395,-73.97805226
PP4V3hV-boNk-BakC-_bow,40.78695898,-73.93122745
81x1RGkUQZNiG_MSjjxYDQ,40.76620096,-73.99733494
lnQasjxlbteTZAGblMlLCA,40.766831,-73.99687796
wQE6UaP5HCgTSL_B3kajuA,40.84796643,-73.93064983
oOr3985jA9dHEnfgIGNuvw,40.8480057,-73.93062733
nk3wRsd3wuOPeEkqa-bwcg,40.72486484,-73.99495178
Ww0H2TGJSOxxleYgCmvVcg,40.72495123,-73.99490827
uhX-PJCT8pdlz7AsgDkmIQ,40.72501746,-73.99487554
8vrTvm_RZJ42vnl2hAHABQ,40.82289688,-73.93804407
EuHtb5Z4Yaf3AvlNPzktDQ,40.82293296,-73.93812926
oNfrKVoqxdcazNyWB5-qZQ,40.82296493,-73.93820503
4WitvmdScq8QCzFVt-R9AQ,40.71956222,-73.99124328
XR656pEE7t7rTxBDNi0HDw,40.7203832,-73.99082445
L6cBieHWYzuqSkxf5qPQjQ,40.72076591,-73.9906292
zzVhmpeGzBhL_kd4pv01Lg,40.75237879,-73.97034145
4YZFTQcZCQgqgdgSPAt_pg,40.75138953,-73.96802446
il8k2rZDXnjCax9DCDD4qQ,40.71168311,-73.99328714
1m1c0QCD0Owy-k9Tu9q5fQ,40.71076638,-73.9927884
MjFTg_oswbPpJER3blOQtQ,40.72934409,-74.00365666
Mc0NhUHwrAJtBJGIyL8ckg,40.72985689,-74.00395542
GDUZaaXCT3JxTlkonAzgfQ,40.83607749,-73.93994981
rMx0QrpQC4paKdQttfbx-Q,40.83713789,-73.94249853
L-8rLRhHGdi1n8n8BiL8AQ,40.80136052,-73.95025369
8Nqf5YtL2siTIRvaJQ7JNw,40.80236163,-73.9525885
p4gfKXaAmSIbiL0AFf17yg,40.78646018,-73.94839518
GWhMRlhNtaWP2PNizErLDg,40.78654843,-73.94833228
2bRJBYzRUuUEQBhoqX_KVA,40.78660389,-73.94829274
hFqx5_y4dnQviILYSLndNw,40.78665489,-73.94825639
Rj9kAXUDMrhOhir_huMCqA,40.78712063,-73.94792441
Ms16UwDZcDly1zuWWUqtLQ,40.75253665,-74.00211259
3Dy5zIj_cRfJUXTrSeLbcw,40.75266537,-74.0024165
FX07pSkXFSE3gApqaeGk7Q,40.75275907,-74.00263775
Rch1V4xlN7PxrAkwqJOmOA,40.75326066,-74.00382216
GZV9ZpaVkkB0ofd5K6SG9g,40.75785966,-73.97559124
Dk74mKIc33NuDa-jOGb7lQ,40.75848715,-73.97513406
Qa8GiJSKqVNs5ntti30VFA,40.7724889,-73.94503161
yGPY_Z145eGHtJwD95y0Uw,40.77251747,-73.94499914
gXLYmEZC3PsUvviF-qHAag,40.77306738,-73.94446428
FaCZfrizDLWr4i5FsLXwYA,40.74727622,-73.98961705
sErXD4qOOtGJnTwd1twy3Q,40.74846973,-73.9924624
MXZcZaL141OfCrBcKpuChA,40.7164457,-73.98836626
Xov_Etxh5TaloeXQfX29gw,40.71726563,-73.98795182
Se163zrItzri8b-APwxCDg,40.71733557,-73.98791646
ldsrUGG59xz49NtcT1aKbg,40.78324254,-73.97454046
yiADqIwVIzEE5hX7sWpRnQ,40.78446444,-73.9773651
J5q5fXmrjdgdE34iRreK8w,40.81209995,-73.94591021
Yq0X-G8UP_EAba-mo0Nk9Q,40.81272369,-73.94547226
Irks1903OXFAUdLcQTgTvA,40.80115171,-73.92988213
oqtayMJM0yddsrMuPhcJHA,40.80119893,-73.92989535
Xoum9GLMxcexT2X-UML-6A,40.80127043,-73.92991768
uE5cz9WI1tuZBLkf_ZS_8Q,40.76218429,-74.00926279
CwoRwyFncF6z7KVCYpQN1Q,40.7625762,-74.00897536
zo85Zb4pK6L14A640l283Q,40.76282391,-74.00881069
FoQXKrGov2lD1XNdAfEhOA,40.84291533,-73.93658972
m1uuUYaZ7C67jwoG8Adhkg,40.84355064,-73.93612529
T8DSeqndws9kU-H0u0FmCQ,40.80705294,-73.93369434
Xh5UWdsppo_9a9-KJaEdLQ,40.80707514,-73.9336415
